NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
DNP_UNPERTURBED	DNP_UNPERTURBED	Details ...	100	-0.82728076	-2.3348475	0.0	0.0	0.0	3181	tags=72%, list=13%, signal=82%	
